contrast,coef_diff,z,p,variable_name,quantity_name,p_adj
(V1L2/3->HVAL5) - (HVAL2/3->HVAL4),-0.0017110111760872675,-1.3308657839889735,0.18323317749357354,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.29304910096388803
(V1L2/3->HVAL5) - (HVAL2/3->HVAL5),-0.0020728422720919723,-1.6422354076236123,0.10054122742149282,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.17724278236160074
(V1L2/3->HVAL5) - (HVAL4->HVAL2/3),-0.001652978639987888,-1.1984632661230699,0.23073671542117488,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.35018463008695655
(V1L2/3->HVAL5) - (HVAL4->HVAL4),-0.0008497857480033815,-0.6018874453410719,0.5472490617866368,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.6544027242343698
(V1L2/3->HVAL5) - (HVAL4->HVAL5),-0.004552206006639255,-3.175345919799817,0.0014965797706443069,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.007755004266065954
(V1L2/3->HVAL5) - (HVAL5->V1L5),-0.00403889837867842,-2.7683674012085273,0.0056337905622592605,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.020070378878048616
(V1L2/3->HVAL5) - (HVAL5->HVAL2/3),-0.003835052977975091,-2.8881593800367935,0.0038750346955943008,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.01541002169643315
(V1L2/3->HVAL5) - (HVAL5->HVAL4),-0.0013155694728501223,-0.9184057162083751,0.35840649919665596,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.48257882962699344
(V1L2/3->HVAL5) - (HVAL5->HVAL5),-0.0023240619539296663,-1.713535396560939,0.08661408718345057,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.15756392455712817
(HVAL2/3->V1L2/3) - (HVAL2/3->V1L4),0.0008032880741107605,0.9186980878333204,0.3582535102721836,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.48257882962699344
(HVAL2/3->V1L2/3) - (HVAL2/3->V1L5),0.0008277301628305486,1.2298817689348012,0.21874138215656533,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.3369799671060601
(HVAL2/3->V1L2/3) - (HVAL2/3->HVAL2/3),0.0019151418132162625,3.063670201416959,0.002186397947547231,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.010385390250849348
(HVAL2/3->V1L2/3) - (HVAL2/3->HVAL4),0.002518142480154937,3.6028419476608415,0.00031475692958262194,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.0020701321137933985
(HVAL2/3->V1L2/3) - (HVAL2/3->HVAL5),0.002156311384150232,3.292926287270017,0.000991504656350407,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.005469267620513535
(HVAL2/3->V1L2/3) - (HVAL4->HVAL2/3),0.002576175016254317,2.998876369488378,0.002709772386464821,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.011881309694499602
(HVAL2/3->V1L2/3) - (HVAL4->HVAL4),0.003379367908238824,3.7115626637929395,0.00020598365825756317,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.0014676335650851376
(HVAL2/3->V1L2/3) - (HVAL4->HVAL5),-0.00032305235039704964,-0.34226720131246446,0.7321498161879245,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7874064060889
(HVAL2/3->V1L2/3) - (HVAL5->V1L5),0.00019025527756378512,0.1937589828747037,0.8463646052193075,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.8855066517112323
(HVAL2/3->V1L2/3) - (HVAL5->HVAL2/3),0.0003941006782671137,0.5092781220827145,0.6105572908013457,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7054411941015548
(HVAL2/3->V1L2/3) - (HVAL5->HVAL4),0.002913584183392082,3.0926543248968805,0.001983750591480778,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.009692038604091801
(HVAL2/3->V1L2/3) - (HVAL5->HVAL5),0.001905091702312539,2.318501397818389,0.020422087080517324,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.05135554251130092
(HVAL2/3->V1L4) - (HVAL2/3->V1L5),2.4442088719788085e-05,0.02724628505638035,0.9782632992572551,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.989840379721838
(HVAL2/3->V1L4) - (HVAL2/3->HVAL2/3),0.001111853739105502,1.2902662302912553,0.19695823761823505,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.30898952874053387
(HVAL2/3->V1L4) - (HVAL2/3->HVAL4),0.0017148544060441768,1.8707128086891607,0.0613848984737952,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.11663130710021088
(HVAL2/3->V1L4) - (HVAL2/3->HVAL5),0.0013530233100394718,1.5314043298989004,0.12566949464243354,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.20863576295005956
(HVAL2/3->V1L4) - (HVAL4->HVAL2/3),0.0017728869421435559,1.6983026783464168,0.0894506494861676,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.16101116907510168
(HVAL2/3->V1L4) - (HVAL4->HVAL4),0.0025760798341280633,2.370664737695585,0.017756129147981203,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.048195207687377555
(HVAL2/3->V1L4) - (HVAL4->HVAL5),-0.0011263404245078102,-1.010394757269947,0.31230619867104464,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.44002821005051335
(HVAL2/3->V1L4) - (HVAL5->V1L5),-0.0006130327965469756,-0.5343937851633245,0.593069117888267,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.6946220490335182
(HVAL2/3->V1L4) - (HVAL5->HVAL2/3),-0.0004091873958436467,-0.41967771813333604,0.6747209046991081,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.754099834663709
(HVAL2/3->V1L4) - (HVAL5->HVAL4),0.0021102961092813216,1.8955970764174406,0.0580133441640368,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.11199055180038751
(HVAL2/3->V1L4) - (HVAL5->HVAL5),0.0011018036282017785,1.0872355640582212,0.2769327172908413,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.40474781757892186
(HVAL2/3->V1L5) - (HVAL2/3->HVAL2/3),0.0010874116503857138,1.656395442974347,0.0976417633484858,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.17392439096449033
(HVAL2/3->V1L5) - (HVAL2/3->HVAL4),0.0016904123173243886,2.3247844675653924,0.02008348796139847,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.05135554251130092
(HVAL2/3->V1L5) - (HVAL2/3->HVAL5),0.0013285812213196836,1.9399569721802936,0.05238491928462869,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.10416071160083147
(HVAL2/3->V1L5) - (HVAL4->HVAL2/3),0.001748444853423768,1.9820373462727403,0.047475060934784215,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.09664565976009644
(HVAL2/3->V1L5) - (HVAL4->HVAL4),0.0025516377454082753,2.7368661022172285,0.006202753402592766,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.021646343507007407
(HVAL2/3->V1L5) - (HVAL4->HVAL5),-0.0011507825132275982,-1.192607284459306,0.23302321163675618,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.35018463008695655
(HVAL2/3->V1L5) - (HVAL5->V1L5),-0.0006374748852667639,-0.6360839689160339,0.5247216937475447,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.6318831664142969
(HVAL2/3->V1L5) - (HVAL5->HVAL2/3),-0.00043362948456343483,-0.5424408401088169,0.5875148517317035,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.6928623423870434
(HVAL2/3->V1L5) - (HVAL5->HVAL4),0.0020858540205615336,2.1655353547896294,0.030346710919658543,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.06652932778540527
(HVAL2/3->V1L5) - (HVAL5->HVAL5),0.0010773615394819905,1.2737651998050807,0.20274664178287086,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.3151788704079174
(HVAL2/3->HVAL2/3) - (HVAL2/3->HVAL4),0.000603000666938675,0.8828237067142015,0.37733152970041894,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.4963360890674742
(HVAL2/3->HVAL2/3) - (HVAL2/3->HVAL5),0.0002411695709339699,0.37810467700729905,0.7053528340386567,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7682505389847789
(HVAL2/3->HVAL2/3) - (HVAL4->HVAL2/3),0.0006610332030380542,0.7812110721160586,0.43467836270083354,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.5547014927003174
(HVAL2/3->HVAL2/3) - (HVAL4->HVAL4),0.0014642260950225613,1.629899812922304,0.10312267321416552,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.17876486420318502
(HVAL2/3->HVAL2/3) - (HVAL4->HVAL5),-0.0022381941636133123,-2.4011076973015144,0.016345525026417895,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.04508201257286226
(HVAL2/3->HVAL2/3) - (HVAL5->V1L5),-0.0017248865356524778,-1.777010866225098,0.07556645201666064,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.13894476661127922
(HVAL2/3->HVAL2/3) - (HVAL5->HVAL2/3),-0.0015210411349491487,-2.002646100570551,0.04521528791499371,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.09429041748126737
(HVAL2/3->HVAL2/3) - (HVAL5->HVAL4),0.0009984423701758201,1.0731707682831166,0.28319450364263044,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.4069433623772252
(HVAL2/3->HVAL2/3) - (HVAL5->HVAL5),-1.0050110903723527e-05,-0.012434966953997031,0.9900785875426651,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.9959025792340925
(HVAL2/3->HVAL4) - (HVAL2/3->HVAL5),-0.000361831096004705,-0.5093805832940732,0.6104854836010667,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7054411941015548
(HVAL2/3->HVAL4) - (HVAL4->HVAL2/3),5.80325360993793e-05,0.06433239285832244,0.9487055610962182,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.9656467318300793
(HVAL2/3->HVAL4) - (HVAL4->HVAL4),0.0008612254280838863,0.9054103380256712,0.3652480409383956,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.48794855469113785
(HVAL2/3->HVAL4) - (HVAL4->HVAL5),-0.002841194830551987,-2.889797838954365,0.0038548964220550116,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.01541002169643315
(HVAL2/3->HVAL4) - (HVAL5->V1L5),-0.002327887202591153,-2.2827556194059264,0.022444767521469546,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.05562398907494627
(HVAL2/3->HVAL4) - (HVAL5->HVAL2/3),-0.0021240418018878236,-2.5860625702487012,0.009707930578766608,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.029123791736299823
(HVAL2/3->HVAL4) - (HVAL5->HVAL4),0.00039544170323714474,0.4029003094736536,0.6870215636641801,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7579399186230632
(HVAL2/3->HVAL4) - (HVAL5->HVAL5),-0.0006130507778423985,-0.7074432658188092,0.4792910578275588,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.5982392035657851
(HVAL2/3->HVAL5) - (HVAL4->HVAL2/3),0.00041986363210408454,0.48351919776409774,0.6287271319703968,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.721559325952603
(HVAL2/3->HVAL5) - (HVAL4->HVAL4),0.0012230565240885912,1.330450439258237,0.1833699052814972,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.29304910096388803
(HVAL2/3->HVAL5) - (HVAL4->HVAL5),-0.002479363734547282,-2.603457398161458,0.009228873655554547,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.02818102491249692
(HVAL2/3->HVAL5) - (HVAL5->V1L5),-0.001966056106586448,-1.9857809094105183,0.047057656426506826,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.09664565976009644
(HVAL2/3->HVAL5) - (HVAL5->HVAL2/3),-0.0017622107058831186,-2.247269748352453,0.02462279300009427,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.0570674627902518
(HVAL2/3->HVAL5) - (HVAL5->HVAL4),0.00075727279924185,0.7966352558185994,0.4256628955649217,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.5496004855349426
(HVAL2/3->HVAL5) - (HVAL5->HVAL5),-0.0002512196818376933,-0.302160175427484,0.7625299615206507,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.8048927371606869
(HVAL4->HVAL2/3) - (HVAL4->HVAL4),0.000803192891984507,0.747606829304871,0.4546973442266118,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.5752372994221366
(HVAL4->HVAL2/3) - (HVAL4->HVAL5),-0.0028992273666513663,-2.6290436670942734,0.00856253651562716,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.026621704439495353
(HVAL4->HVAL2/3) - (HVAL5->V1L5),-0.0023859197386905317,-2.1011818017987487,0.035625010260299156,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.07711236398115387
(HVAL4->HVAL2/3) - (HVAL5->HVAL2/3),-0.002182074337987203,-2.2699678568574617,0.023209533365367865,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.05589901697856205
(HVAL4->HVAL2/3) - (HVAL5->HVAL4),0.00033740916713776564,0.3063841443693458,0.759312179229805,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.8048927371606869
(HVAL4->HVAL2/3) - (HVAL5->HVAL5),-0.0006710833139417777,-0.67094788772107,0.5022537280771007,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.6178804856200303
(HVAL4->HVAL4) - (HVAL4->HVAL5),-0.0037024202586358732,-3.238352981589993,0.0012022196515087448,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.006424361262749855
(HVAL4->HVAL4) - (HVAL5->V1L5),-0.0031891126306750387,-2.7143257305764834,0.006641083144183938,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.021838946493374107
(HVAL4->HVAL4) - (HVAL5->HVAL2/3),-0.00298526722997171,-2.9629761728046207,0.003046801528164823,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.01302507653290462
(HVAL4->HVAL4) - (HVAL5->HVAL4),-0.0004657837248467413,-0.40792014716632496,0.6833323009028843,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7579399186230632
(HVAL4->HVAL4) - (HVAL5->HVAL5),-0.0014742762059262848,-1.41116354813365,0.1581963956485918,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.2601113813068192
(HVAL4->HVAL5) - (HVAL5->V1L5),0.0005133076279608344,0.42741532799332294,0.6690768450193463,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7527114506467646
(HVAL4->HVAL5) - (HVAL5->HVAL2/3),0.000717153028664163,0.6910514700455395,0.4895331963411889,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.6065954824227776
(HVAL4->HVAL5) - (HVAL5->HVAL4),0.003236636533789132,2.769608610676974,0.005612368885376046,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.020070378878048616
(HVAL4->HVAL5) - (HVAL5->HVAL5),0.0022281440527095885,2.0747681099813278,0.03800803148224201,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.0812421672932923
(HVAL5->V1L5) - (HVAL5->HVAL2/3),0.00020384540070332902,0.19006545260392999,0.8492578414072637,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.8855066517112323
(HVAL5->V1L5) - (HVAL5->HVAL4),0.0027233289058282975,2.2702486581946255,0.023192500234114503,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.05589901697856205
(HVAL5->V1L5) - (HVAL5->HVAL5),0.0017148364247487541,1.5483552110194958,0.12153679844678163,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.2042514390006099
(HVAL5->HVAL2/3) - (HVAL5->HVAL4),0.0025194835051249686,2.4315378669455447,0.015034876641747564,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.04214694927440711
(HVAL5->HVAL2/3) - (HVAL5->HVAL5),0.001510991024045425,1.6281388487536925,0.1034954476965808,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.17876486420318502
(HVAL5->HVAL4) - (HVAL5->HVAL5),-0.0010084924810795438,-0.9404274767409342,0.34699833370649047,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.4785218956758861
